player_id,bb_count,air,pull_air,pull_fb,pull,fly_ball,line_drive,ground,avg_ev,avg_la,pull_air_pct,pull_fb_pct,pull_pct,air_pct
683146,46,21,5,2,23,11,10,24,89.42826086956521,4.369565217391305,10.869565217391305,4.3478260869565215,50.0,45.65217391304348
696100,45,31,20,11,29,18,13,10,93.54,25.0,44.44444444444444,24.444444444444443,64.44444444444444,68.88888888888889
695506,45,25,7,1,17,9,16,19,95.17333333333333,3.933333333333333,15.555555555555555,2.2222222222222223,37.77777777777778,55.55555555555556
593871,45,24,12,5,25,10,14,17,87.24888888888889,10.911111111111111,26.666666666666668,11.11111111111111,55.55555555555556,53.333333333333336
699912,45,16,7,2,24,6,10,21,87.72222222222223,12.022222222222222,15.555555555555555,4.444444444444445,53.333333333333336,35.55555555555556
701807,45,19,3,0,13,8,11,24,89.3711111111111,6.688888888888889,6.666666666666667,0.0,28.88888888888889,42.22222222222222
810938,45,18,6,0,13,4,14,25,84.74000000000001,3.6,13.333333333333334,0.0,28.88888888888889,40.0
687363,45,14,1,0,23,4,10,29,76.5860465116279,-0.32558139534883723,2.2222222222222223,0.0,51.111111111111114,31.11111111111111
680977,45,19,10,5,23,9,10,20,83.81111111111112,12.977777777777778,22.22222222222222,11.11111111111111,51.111111111111114,42.22222222222222
669477,45,24,13,5,23,14,10,16,91.87727272727273,21.613636363636363,28.88888888888889,11.11111111111111,51.111111111111114,53.333333333333336
665862,44,17,9,5,26,11,6,20,86.92558139534884,18.511627906976745,20.454545454545453,11.363636363636363,59.09090909090909,38.63636363636363
682626,44,19,6,4,22,12,7,22,88.13409090909092,7.2272727272727275,13.636363636363637,9.090909090909092,50.0,43.18181818181818
624585,44,24,12,5,24,13,11,17,89.00681818181819,17.84090909090909,27.272727272727273,11.363636363636363,54.54545454545455,54.54545454545455
680777,44,24,8,4,19,14,10,14,91.61818181818181,21.681818181818183,18.181818181818183,9.090909090909092,43.18181818181818,54.54545454545455
691594,44,20,7,3,22,8,12,22,89.28181818181818,8.5,15.909090909090908,6.818181818181818,50.0,45.45454545454545
668901,43,18,4,3,18,13,5,22,89.5860465116279,11.604651162790697,9.30232558139535,6.976744186046512,41.86046511627907,41.86046511627907
666139,43,22,6,4,21,18,4,16,84.6906976744186,21.41860465116279,13.953488372093023,9.30232558139535,48.83720930232558,51.16279069767442
700250,43,25,11,5,23,14,11,17,94.87209302325581,14.69767441860465,25.58139534883721,11.627906976744185,53.48837209302326,58.13953488372093
679529,43,28,10,6,22,16,12,13,88.91162790697673,16.58139534883721,23.25581395348837,13.953488372093023,51.16279069767442,65.11627906976744
608348,43,22,7,2,17,10,12,17,94.37906976744186,17.348837209302324,16.27906976744186,4.651162790697675,39.53488372093023,51.16279069767442
691785,43,20,1,1,15,13,7,20,87.91428571428571,10.642857142857142,2.3255813953488373,2.3255813953488373,34.883720930232556,46.51162790697674
694212,43,19,2,1,15,13,6,19,93.22857142857143,16.095238095238095,4.651162790697675,2.3255813953488373,34.883720930232556,44.18604651162791
687462,43,20,5,2,18,9,11,18,85.73488372093023,17.3953488372093,11.627906976744185,4.651162790697675,41.86046511627907,46.51162790697674
670042,42,24,12,3,23,11,13,17,92.06190476190476,13.833333333333334,28.571428571428573,7.142857142857143,54.76190476190476,57.142857142857146
666160,42,23,16,10,25,17,6,12,89.18095238095238,27.166666666666668,38.095238095238095,23.80952380952381,59.523809523809526,54.76190476190476
687637,42,16,8,3,23,8,8,23,86.74285714285713,13.142857142857142,19.047619047619047,7.142857142857143,54.76190476190476,38.095238095238095
695600,42,20,11,7,25,13,7,20,89.73333333333333,10.547619047619047,26.19047619047619,16.666666666666668,59.523809523809526,47.61904761904762
808959,42,22,8,7,24,16,6,17,95.05365853658536,15.452380952380953,19.047619047619047,16.666666666666668,57.142857142857146,52.38095238095238
686527,42,30,10,3,15,17,13,8,94.79523809523809,26.023809523809526,23.80952380952381,7.142857142857143,35.714285714285715,71.42857142857143
686668,42,21,6,2,22,11,10,20,87.73658536585366,11.0,14.285714285714286,4.761904761904762,52.38095238095238,50.0
701762,42,26,7,4,14,16,10,15,98.54285714285714,17.285714285714285,16.666666666666668,9.523809523809524,33.333333333333336,61.904761904761905
